1	1	1
2	2	1
3	3	1
4	4	1
5	5	1
6	1	1
7	6	1
8	7	1
9	8	1
10	9	1
11	4	1
12	10	1
13	11	1
14	2	1
15	12	1
16	13	1
17	3	1
18	13	1
19	14	1
20	9	1
21	6	1
22	9	1
23	9	1
24	15	1
25	5	1
26	14	1
27	11	1
28	9	1
29	1	1
30	16	1
31	17	1
32	8	1
33	2	1
34	15	1
35	9	1
36	11	1
37	6	1
38	18	1
39	12	1
40	4	1
41	15	1
42	17	1
43	19	1
44	20	1
45	2	1
46	9	1
47	6	1
48	18	1
49	21	1
50	0	0
51	8	1
52	17	1
53	21	1
54	15	1
55	10	1
56	2	1
57	10	1
58	18	1
59	19	1
60	15	1
61	21	1
62	20	1
63	21	1
64	21	1
65	20	1
66	8	1
67	11	1
68	2	1
69	9	1
70	22	1
71	10	1
72	21	1
73	10	1
74	10	1
75	11	1
76	5	1
77	17	1
78	11	1
79	10	1
80	22	1
81	20	1
82	7	1
83	22	1
84	15	1
85	13	1
86	18	1
87	9	1
88	18	1
89	12	1
90	8	1
91	2	1
92	17	1
93	2	1
94	8	1
95	16	1
96	8	1
97	16	1
98	13	1
99	8	1
100	20	1
101	1	1
102	18	1
103	17	1
104	2	1
105	20	1
106	18	1
107	20	1
108	11	1
109	9	1
110	20	1
111	5	1
112	17	1
113	4	1
114	19	1
115	6	1
116	17	1
117	18	1
118	10	1
119	13	1
120	21	1
121	7	1
122	18	1
123	18	1
124	12	1
125	2	1
126	7	1
127	11	1
128	2	1
129	7	1
130	20	1
131	22	1
132	19	1
133	21	1
134	17	1
135	21	1
136	16	1
137	13	1
138	15	1
139	6	1
140	11	1
141	9	1
142	8	1
143	20	1
144	7	1
145	2	1
146	18	1
147	18	1
148	17	1
149	21	1
150	15	1
151	3	1
152	16	1
153	7	1
154	18	1
155	1	1
156	10	1
157	1	1
158	18	1
159	20	1
160	11	1
161	5	1
162	1	1
163	8	1
164	21	1
165	11	1
166	2	1
167	20	1
168	14	1
169	9	1
170	12	1
171	8	1
172	17	1
173	8	1
174	22	1
175	16	1
176	22	1
177	21	1
178	0	0
179	16	1
180	13	1
181	14	1
182	13	1
183	20	1
184	10	1
185	21	1
186	21	1
187	5	1
188	8	1
189	11	1
190	1	1
191	8	1
192	18	1
193	15	1
194	4	1
195	20	1
196	18	1
197	20	1
198	6	1
199	8	1
200	21	1
201	13	1
202	1	1
203	1	1
204	14	1
205	2	1
206	7	1
207	11	1
208	4	1
209	6	1
210	16	1
211	12	1
212	6	1
213	9	1
214	18	1
215	6	1
216	18	1
217	11	1
218	12	1
219	4	1
220	20	1
221	5	1
222	17	1
223	20	1
224	11	1
225	21	1
226	18	1
227	19	1
228	22	1
229	1	1
230	8	1
231	9	1
232	20	1
233	18	1
234	15	1
235	20	1
236	18	1
237	11	1
238	20	1
239	11	1
240	20	1
241	3	1
242	15	1
243	13	1
244	7	1
245	13	1
246	11	1
247	16	1
248	3	1
249	5	1
250	13	1
251	14	1
252	18	1
253	20	1
254	3	1
255	1	1
256	14	1
257	22	1
258	6	1
259	20	1
260	18	1
261	9	1
262	18	1
263	0	0
264	6	1
265	15	1
266	13	1
267	22	1
268	8	1
269	1	1
270	11	1
271	11	1
272	1	1
273	4	1
274	19	1
275	6	1
276	5	1
277	20	1
278	8	1
279	1	1
280	16	1
281	22	1
282	18	1
283	3	1
284	18	1
285	18	1
286	9	1
287	20	1
288	2	1
289	4	1
290	20	1
291	17	1
292	18	1
293	5	1
294	17	1
295	9	1
296	12	1
297	2	1
298	2	1
299	21	1
300	8	1
301	20	1
302	22	1
303	22	1
304	7	1
305	8	1
306	14	1
307	9	1
308	6	1
309	1	1
310	17	1
311	11	1
312	11	1
313	2	1
314	1	1
315	18	1
316	18	1
317	18	1
318	18	1
319	17	1
320	2	1
321	21	1
322	8	1
323	20	1
324	15	1
325	4	1
326	16	1
327	22	1
328	2	1
329	4	1
330	2	1
331	21	1
332	20	1
333	19	1
334	18	1
335	18	1
336	4	1
337	15	1
338	16	1
339	13	1
340	15	1
341	18	1
342	11	1
343	1	1
344	20	1
345	8	1
346	6	1
347	7	1
348	8	1
349	8	1
350	11	1
351	4	1
352	18	1
353	22	1
354	10	1
355	12	1
356	11	1
357	11	1
358	6	1
359	18	1
360	21	1
361	2	1
362	3	1
363	1	1
364	3	1
365	8	1
366	1	1
367	5	1
368	5	1
369	22	1
370	3	1
371	20	1
372	18	1
373	5	1
374	21	1
375	18	1
376	8	1
377	8	1
378	20	1
379	12	1
380	12	1
381	1	1
382	1	1
383	9	1
384	17	1
385	16	1
386	16	1
387	6	1
388	19	1
389	1	1
390	5	1
391	14	1
392	2	1
393	7	1
394	20	1
395	9	1
396	16	1
397	20	1
398	16	1
399	9	1
400	8	1
401	0	0
402	18	1
403	2	1
404	13	1
405	18	1
