degree distribution (probability density function of the degree in logarithmic bins) 
24.5474	0.0557661
36.5282	0.017415
53.8944	0.00521596
79.2457	0.00159337
116.154	0.000532525
169.763	0.000161842
250.25	4.83064e-05
372.505	1.52093e-05
545.511	4.2804e-06
801.222	1.75075e-06

degree distribution (degree-occurrences) 
21	0.08922
22	0.07916
23	0.06894
24	0.05988
25	0.05394
26	0.04864
27	0.04298
28	0.03788
29	0.03452
30	0.03166
31	0.0269
32	0.02678
33	0.02382
34	0.0218
35	0.02028
36	0.01874
37	0.01608
38	0.0155
39	0.0137
40	0.01288
41	0.01248
42	0.01158
43	0.01096
44	0.01002
45	0.00898
46	0.00904
47	0.00814
48	0.00854
49	0.00714
50	0.00686
51	0.0066
52	0.0061
53	0.00604
54	0.00566
55	0.00542
56	0.00436
57	0.0041
58	0.00442
59	0.00454
60	0.00366
61	0.00346
62	0.00366
63	0.00348
64	0.00336
65	0.00286
66	0.00262
67	0.0027
68	0.00242
69	0.00262
70	0.00232
71	0.00234
72	0.00222
73	0.00228
74	0.00154
75	0.0021
76	0.0019
77	0.0015
78	0.00178
79	0.0016
80	0.00156
81	0.00158
82	0.00134
83	0.00132
84	0.0015
85	0.00118
86	0.0012
87	0.0013
88	0.0014
89	0.0012
90	0.0013
91	0.0012
92	0.00096
93	0.00084
94	0.00106
95	0.00116
96	0.00086
97	0.00104
98	0.00094
99	0.00058
100	0.00076
101	0.00106
102	0.00082
103	0.00082
104	0.00056
105	0.00092
106	0.00074
107	0.00078
108	0.00078
109	0.00062
110	0.00046
111	0.00056
112	0.00048
113	0.00066
114	0.00052
115	0.00058
116	0.00058
117	0.0007
118	0.00044
119	0.00042
120	0.00044
121	0.00062
122	0.00042
123	0.00062
124	0.00032
125	0.00042
126	0.00048
127	0.00058
128	0.00046
129	0.00044
130	0.00046
131	0.00036
132	0.00034
133	0.00038
134	0.00056
135	0.00024
136	0.00034
137	0.00032
138	0.00036
139	0.0002
140	0.0004
141	0.00036
142	0.00028
143	0.00032
144	0.00014
145	0.00038
146	0.00028
147	0.0003
148	0.00026
149	0.00018
150	0.00026
151	0.00026
152	0.00018
153	0.00016
154	0.0002
155	0.00028
156	0.00028
157	0.00024
158	0.0001
159	0.00018
160	0.00028
161	0.0001
162	0.00038
163	0.00018
164	0.00018
165	0.0002
166	0.0001
167	0.00026
168	0.0001
169	0.00018
170	0.00018
171	0.00012
172	0.00012
173	0.0002
174	0.00022
175	0.00014
176	0.00016
177	0.0001
178	0.0001
179	8e-05
180	0.00014
181	6e-05
182	4e-05
183	0.00018
184	0.00024
185	0.00012
186	6e-05
187	0.00012
188	0.00014
189	8e-05
190	0.00016
191	8e-05
192	0.00012
193	4e-05
194	0.00012
195	8e-05
196	0.00016
197	0.00012
198	0.00014
199	0.00014
200	0.00014
201	0.0001
202	0.00016
203	8e-05
204	0.00012
205	8e-05
206	0.0001
207	8e-05
208	0.0001
209	0.0001
210	0.00016
211	6e-05
212	0.0001
213	8e-05
214	6e-05
215	6e-05
216	0.00012
217	2e-05
218	0.00012
219	6e-05
220	8e-05
221	6e-05
222	4e-05
223	8e-05
224	2e-05
225	8e-05
226	4e-05
227	8e-05
228	0.0001
229	8e-05
230	6e-05
231	2e-05
232	2e-05
233	2e-05
234	6e-05
235	6e-05
236	0.00016
237	8e-05
238	0.00014
239	4e-05
240	4e-05
241	2e-05
242	4e-05
244	4e-05
245	4e-05
246	4e-05
247	8e-05
248	2e-05
249	4e-05
250	6e-05
251	2e-05
253	2e-05
254	8e-05
255	4e-05
256	4e-05
257	4e-05
258	4e-05
259	4e-05
260	8e-05
261	2e-05
262	4e-05
263	4e-05
264	2e-05
265	4e-05
266	2e-05
267	0.00012
268	4e-05
269	2e-05
270	6e-05
271	2e-05
272	4e-05
273	4e-05
274	4e-05
275	8e-05
277	2e-05
278	2e-05
279	6e-05
280	8e-05
282	4e-05
283	2e-05
284	4e-05
285	0.0001
286	6e-05
287	4e-05
288	8e-05
289	2e-05
291	4e-05
292	2e-05
293	4e-05
294	4e-05
296	4e-05
297	4e-05
298	2e-05
299	4e-05
300	2e-05
301	8e-05
302	2e-05
303	2e-05
304	2e-05
305	2e-05
306	6e-05
308	2e-05
309	2e-05
310	2e-05
311	2e-05
312	2e-05
313	2e-05
314	2e-05
315	2e-05
316	2e-05
317	2e-05
318	2e-05
319	6e-05
320	2e-05
321	4e-05
326	2e-05
329	4e-05
331	2e-05
332	2e-05
334	2e-05
335	4e-05
336	2e-05
337	4e-05
340	6e-05
341	2e-05
343	2e-05
344	2e-05
346	2e-05
348	4e-05
350	2e-05
351	2e-05
353	4e-05
357	2e-05
358	4e-05
359	4e-05
360	2e-05
363	2e-05
364	2e-05
366	2e-05
367	6e-05
369	2e-05
370	4e-05
372	4e-05
373	2e-05
378	2e-05
380	2e-05
381	2e-05
382	2e-05
385	2e-05
388	2e-05
389	2e-05
390	2e-05
392	2e-05
393	4e-05
396	4e-05
398	2e-05
399	2e-05
401	2e-05
403	4e-05
404	4e-05
405	2e-05
407	4e-05
408	2e-05
409	4e-05
410	2e-05
412	2e-05
415	2e-05
416	4e-05
417	2e-05
418	2e-05
419	2e-05
420	8e-05
424	4e-05
426	2e-05
428	4e-05
432	2e-05
436	4e-05
437	2e-05
444	2e-05
446	2e-05
448	2e-05
451	2e-05
455	4e-05
460	2e-05
461	4e-05
467	2e-05
470	2e-05
473	2e-05
476	2e-05
483	2e-05
488	2e-05
494	2e-05
499	2e-05
503	2e-05
504	2e-05
506	2e-05
507	2e-05
514	2e-05
528	2e-05
529	2e-05
536	2e-05
541	2e-05
542	2e-05
554	2e-05
555	2e-05
556	2e-05
559	2e-05
562	2e-05
564	2e-05
566	2e-05
581	2e-05
599	2e-05
600	2e-05
609	2e-05
629	2e-05
630	2e-05
635	4e-05
638	2e-05
648	2e-05
652	2e-05
656	2e-05
657	2e-05
660	2e-05
682	2e-05
701	2e-05
705	2e-05
723	2e-05
726	2e-05
739	2e-05
743	2e-05
746	2e-05
756	2e-05
758	2e-05
759	2e-05
768	2e-05
769	2e-05
779	2e-05
783	2e-05
786	4e-05
806	2e-05
815	2e-05
843	2e-05
850	2e-05
892	2e-05
923	2e-05
930	2e-05
932	2e-05
964	2e-05
969	2e-05


--------------------------------------
community distribution (size-occurrences)
1127	0.0454545
1274	0.0454545
1308	0.0454545
1317	0.0454545
1367	0.0454545
1463	0.0454545
1496	0.0454545
1681	0.0454545
1713	0.0454545
1781	0.0454545
1789	0.0454545
1801	0.0454545
2299	0.0454545
2326	0.0454545
2333	0.0454545
2416	0.0454545
2681	0.0454545
3050	0.0454545
3263	0.0454545
4039	0.0454545
4558	0.0454545
4918	0.0454545


--------------------------------------
mixing parameter
0.561667	6e-05
0.565217	0.01376
0.571429	0.04296
0.576703	0.0237
0.582571	0.06204
0.586136	0.03118
0.591004	0.14606
0.594991	0.08476
0.599958	0.18778
0.604762	0.08358
0.608601	0.12634
0.614418	0.05974
0.619142	0.08166
0.624617	0.03314
0.62963	0.00786
0.632749	6e-05
0.636364	0.01528
0.65301	4e-05

--------------------------------------
