1	-11.1805	12.0448	1
2	-15.3576	7.01487	2
3	14.8684	3.19309	3
4	-10.0901	-10.0994	4
5	-15.8293	-11.2563	5
6	-11.047	12.0798	6
7	11.2123	-9.0513	7
8	4.27238	-13.4662	8
9	-2.7529	14.0755	9
10	-2.65126	-11.8157	10
11	-10.1986	-10.2079	11
12	-4.87276	5.09141	12
13	17.2076	-7.86871	13
14	-15.4248	7.01954	2
15	13.6382	11.922	14
16	-15.51	7.01517	2
17	14.7975	3.2887	15
18	-18.331	0.753564	16
19	12.0612	-13.567	17
20	-2.499	-11.9695	18
21	11.1999	-9.19624	19
22	-2.61221	-12.1239	20
23	-2.68613	-11.9634	21
24	-20.0819	-5.59067	22
25	-15.9129	-11.1998	23
26	12.1448	-13.5449	17
27	17.0708	-8.01936	24
28	-2.59616	-12.0077	25
29	-10.9852	11.9759	26
30	11.6619	9.03861	27
31	7.73845	-1.88442	28
32	-2.65347	14.2395	29
33	-15.4454	7.0315	2
34	-20.177	-5.6908	30
35	-2.54797	-11.9981	25
36	17.1448	-7.9675	24
37	11.1197	-9.11552	31
38	1.90319	3.60886	32
39	13.7488	11.8745	33
40	-10.1148	-10.2257	11
41	-20.0437	-5.58701	22
42	7.83713	-1.85083	34
43	6.43541	15.6506	35
44	-6.45376	-4.29364	36
45	-15.4897	6.97957	2
46	-2.56741	-11.8072	10
47	11.1624	-9.07863	31
48	1.68035	4.08632	37
49	17.5274	5.5447	38
50	-2.60026	14.1221	39
51	-2.52401	14.1439	39
52	7.8939	-2.08223	40
53	17.5884	5.65907	41
54	1.59406	3.76094	42
55	-4.85152	5.23557	43
56	-15.4349	6.9078	2
57	-9.10182	7.1942	44
58	1.68902	4.18238	37
59	6.34998	15.7791	45
60	-20.2198	-5.65189	30
61	17.5848	5.679	41
62	-6.51728	-4.57712	46
63	17.6592	5.49671	47
64	17.6593	5.53479	47
65	-6.25933	-4.18027	48
66	-2.81052	13.9591	49
67	17.1523	-7.93494	24
68	-15.6333	7.00857	50
69	-2.67752	-11.9781	25
70	-6.04189	-17.4922	51
71	-4.78272	5.10746	12
72	17.6471	5.50896	47
73	-4.76763	5.1521	12
74	-4.81561	5.18379	12
75	17.0746	-8.04329	24
76	-15.9796	-11.1662	23
77	7.81897	-1.87639	34
78	17.1283	-7.99622	24
79	-4.71861	5.01361	52
80	-5.90036	-17.5654	53
81	-6.49953	-4.56402	46
82	4.22147	-13.486	8
83	-5.9635	-17.5238	53
84	-20.142	-5.52379	22
85	-18.3532	0.786166	16
86	1.54193	3.72282	42
87	-2.58597	-12.0937	25
88	-4.71497	5.14351	12
89	13.7396	11.916	33
90	-2.56872	14.2424	29
91	-15.3686	7.21838	54
92	7.72821	-1.75835	55
93	-15.4292	7.11664	2
94	-2.60593	14.0672	39
95	11.6847	9.05608	27
96	-2.72462	14.0422	9
97	11.5926	8.88312	56
98	-18.2666	0.876084	57
99	-2.60063	14.009	39
100	-6.37376	-4.58512	58
101	-11.0829	12.1313	6
102	1.79375	3.79274	59
103	7.97085	-1.91145	60
104	-15.389	6.97121	2
105	-6.48277	-4.55311	46
106	1.88409	4.10616	61
107	-6.81363	-4.35375	62
108	17.0992	-8.08225	24
109	-2.69873	-12.1768	63
110	-6.48431	-4.63367	46
111	-15.9497	-11.2044	23
112	8.03603	-1.89561	60
113	-10.1704	-10.1004	4
114	6.45754	15.8246	64
115	11.2423	-9.00827	7
116	7.9819	-1.91627	60
117	1.78039	3.9736	65
118	-4.85734	5.16109	12
119	-18.2416	0.823351	57
120	17.562	5.48548	47
121	4.1319	-13.3179	66
122	1.80219	4.07553	61
123	1.70271	3.70579	67
124	13.7067	11.7629	68
125	-15.4809	7.09166	2
126	4.18209	-13.395	66
127	17.1995	-8.05378	24
128	-15.4633	7.07124	2
129	4.2829	-13.5405	8
130	-6.29164	-4.55449	58
131	-6.0195	-17.5384	53
132	6.42679	15.7121	35
133	17.5882	5.61068	41
134	8.0756	-1.93062	60
135	17.6893	5.56112	47
136	11.6095	8.97279	56
137	-18.163	0.894264	69
138	-20.2225	-5.58099	22
139	11.1754	-9.11788	31
140	17.1261	-7.98061	24
141	-2.59537	-11.9506	25
142	-2.63319	14.0706	39
143	-6.51902	-4.5045	46
144	4.15625	-13.4805	66
145	-15.54	6.92313	2
146	1.73147	3.68442	67
147	1.53458	3.70976	42
148	7.9153	-1.91858	60
149	17.6194	5.45252	47
150	-20.0938	-5.58639	22
151	14.6842	3.29392	70
152	1.93153	3.68348	32
153	4.22755	-13.4286	66
154	7.8227	-1.82733	34
155	-11.1129	11.9455	71
156	-4.75853	5.19592	12
157	-11.0979	12.1311	6
158	1.98973	3.84655	72
159	-6.34105	-4.63195	58
160	17.1728	-8.01815	24
161	-2.71989	14.1221	9
162	-10.9875	12.1434	6
163	-2.60866	13.9736	39
164	17.4776	5.56379	38
165	17.0418	-7.85729	73
166	-15.49	7.05211	2
167	-6.5148	-4.6032	46
168	12.0834	-13.577	17
169	-2.59309	-11.9205	25
170	13.5757	11.8723	14
171	-2.49862	14.2008	29
172	7.95997	-1.93327	60
173	-2.7237	14.1002	9
174	-5.93304	-17.414	74
175	11.6035	8.95207	56
176	-5.97119	-17.5237	53
177	17.6958	5.68262	75
178	-6.30356	-4.41488	76
179	11.7149	9.04142	27
180	-18.3367	0.822978	57
181	12.0576	-13.6283	17
182	-18.3619	0.842913	57
183	-6.66266	-4.4561	77
184	-4.88835	5.16796	12
185	17.7065	5.47337	47
186	17.5339	5.56194	38
187	-15.8796	-11.2547	23
188	-2.51883	14.2052	29
189	17.235	-7.97904	24
190	-11.1588	12.0437	1
191	-2.80634	13.9535	49
192	1.74683	3.65869	67
193	-20.2188	-5.6077	22
194	-10.0254	-10.1915	11
195	-6.48541	-4.71856	46
196	1.56442	3.70369	42
197	-6.42633	-4.38281	36
198	11.2984	-9.05156	7
199	-2.4859	14.1859	29
200	17.5959	5.55291	38
201	-18.2463	0.879429	69
202	-11.0307	12.0528	6
203	-10.983	12.0509	6
204	12.1248	-13.5995	17
205	-15.3099	7.03917	2
206	4.38232	-13.4208	78
207	17.2067	-8.01294	24
208	-10.2415	-10.1109	4
209	11.1455	-9.12976	31
210	11.5914	8.95332	56
211	13.5848	11.9042	14
212	11.2936	-9.07017	7
213	-2.55211	-11.9869	25
214	-6.49091	-4.20963	36
215	11.2637	-9.19366	19
216	1.84143	3.68547	67
217	17.1579	-7.92806	24
218	13.6156	11.8335	14
219	-10.1849	-10.0832	4
220	-6.50115	-4.5667	46
221	-15.9469	-11.3196	23
222	7.97897	-1.94186	60
223	-6.82243	-4.38742	62
224	17.1573	-7.99651	24
225	17.5068	5.63024	38
226	1.7192	3.71191	67
227	6.30893	15.8225	45
228	-6.02809	-17.5168	53
229	-18.4155	0.912036	57
230	-2.53975	14.2839	29
231	-2.61484	-11.9611	25
232	-6.67681	-4.67734	79
233	1.3756	3.88876	80
234	-20.1618	-5.59917	22
235	-6.81441	-4.39822	62
236	1.88611	4.23498	81
237	17.1751	-8.05289	24
238	-6.57505	-4.84762	82
239	17.1075	-7.96078	24
240	-6.41882	-4.57199	46
241	14.7913	3.20947	15
242	-20.291	-5.63145	22
243	-18.3529	0.803315	57
244	4.16105	-13.4432	66
245	-18.3662	0.818839	57
246	17.0857	-7.8964	24
247	11.6098	9.01898	56
248	14.7393	3.10791	83
249	-15.9833	-11.1826	23
250	-18.4197	0.821003	57
251	12.0749	-13.6262	17
252	1.9871	3.46072	84
253	-20.1272	-5.63493	22
254	14.825	3.3175	15
255	-11.0806	12.0853	6
256	12.1389	-13.6362	17
257	-5.98123	-17.563	53
258	11.0728	-9.17775	31
259	-6.47441	-4.57169	46
260	2.00247	3.64606	32
261	-6.34078	-4.60178	46
262	1.97855	3.71786	32
263	-5.86921	-17.3468	74
264	11.0714	-9.04274	31
265	-20.1827	-5.55651	22
266	-18.3935	0.854899	57
267	-6.08797	-17.4815	53
268	-2.5985	14.1325	39
269	-10.9853	12.1917	6
270	17.0924	-8.05286	24
271	17.1261	-8.04739	24
272	-11.0737	12.1114	6
273	-10.0499	-10.0561	4
274	6.4419	15.8251	64
275	11.1226	-9.15049	31
276	-15.78	-11.226	5
277	-6.42959	-4.35323	36
278	-2.5726	14.0755	39
279	-10.9685	12.1853	6
280	11.6149	8.94359	56
281	-6.03197	-17.5245	53
282	1.91112	3.76606	32
283	14.8685	3.30284	15
284	1.77136	3.95027	65
285	2.0665	3.45638	84
286	-2.69715	-12.0112	25
287	-6.62683	-4.70429	79
288	-15.5386	6.87904	2
289	-10.2948	-10.2302	11
290	-6.28784	-4.5361	46
291	7.9209	-2.01777	60
292	1.43257	4.1764	85
293	-15.8492	-11.1985	5
294	7.98526	-1.66606	86
295	-2.56434	-11.8831	25
296	13.7546	11.9328	33
297	-15.4132	7.09707	2
298	-15.3075	7.03987	2
299	17.6106	5.64392	38
300	-2.58933	14.1001	39
301	-6.28879	-4.5216	46
302	-5.99639	-17.5637	53
303	-5.77782	-17.5259	87
304	4.04407	-13.44	88
305	-2.82085	13.9722	49
306	12.1291	-13.6532	17
307	-2.65658	-12.023	25
308	11.1459	-9.21654	31
309	-11.0358	12.0777	6
310	7.89174	-1.8976	60
311	17.1866	-8.0096	24
312	17.1303	-8.04184	24
313	-15.572	7.07959	2
314	-11.0689	12.0727	6
315	1.67651	4.11913	37
316	1.6073	4.09456	37
317	1.99037	3.74709	32
318	1.51281	3.76089	42
319	7.76282	-1.86874	34
320	7.69324	-1.88172	34
321	17.6213	5.57797	38
322	-2.56173	14.2097	39
323	-6.66874	-4.38852	77
324	-20.2849	-5.63164	22
325	-2.62288	13.9283	39
326	11.6725	8.92975	56
327	-5.98461	-17.5339	53
328	-15.3664	6.91424	2
329	-10.1772	-10.1455	4
330	-15.403	7.11069	2
331	17.5679	5.47525	38
332	-6.44442	-4.60404	46
333	6.46743	15.8371	64
334	1.72074	4.03712	37
335	1.87703	3.86768	89
336	-10.1791	-10.2135	4
337	-20.275	-5.56261	22
338	11.6801	8.85627	56
339	-18.354	0.868397	57
340	-20.1923	-5.64346	22
341	1.79489	3.74799	67
342	17.0344	-7.95476	24
343	-11.0271	12.0926	6
344	-6.50314	-4.55758	46
345	-2.58574	14.0974	39
346	11.1675	-9.20727	31
347	4.278	-13.5756	8
348	-2.61979	14.2722	39
349	-2.63199	13.9558	39
350	17.1753	-7.9723	24
351	-10.191	-10.0588	4
352	1.47435	3.94887	90
353	-6.00753	-17.5466	53
354	-4.84508	5.23838	12
355	13.6826	11.9038	33
356	17.1238	-8.07981	24
357	17.1869	-7.89706	24
358	11.2481	-9.12672	19
359	1.90876	3.88004	89
360	17.5854	5.55317	38
361	-15.4726	6.94718	2
362	14.7252	3.26182	15
363	-10.9511	12.0996	6
364	14.7794	3.29696	15
365	-2.68099	14.268	39
366	-11.058	12.0431	6
367	-16.0343	-11.1518	23
368	-15.8	-11.2399	5
369	-5.90663	-17.5266	53
370	14.8339	3.35562	15
371	-6.77462	-4.49457	91
372	1.78206	3.73983	67
373	-15.8728	-11.2813	5
374	17.6177	5.63349	38
375	1.8392	3.819	67
376	-2.65768	14.0371	39
377	-2.53645	14.2577	39
378	-6.25783	-4.29445	92
379	13.6416	11.8908	33
380	13.7536	11.9513	33
381	-11.1319	12.122	6
382	-10.951	12.1385	6
383	-2.58452	-12.0665	25
384	8.03694	-1.95888	60
385	11.6429	8.84012	56
386	11.5839	8.96419	56
387	11.097	-9.09123	31
388	6.35867	15.8502	64
389	-11.1556	11.9771	1
390	-15.9083	-11.251	5
391	12.0326	-13.6125	17
392	-15.5161	6.98553	2
393	4.12111	-13.4823	88
394	-6.39072	-4.67321	46
395	-2.56814	-11.9672	25
396	11.6937	9.10559	27
397	-6.40772	-4.54267	46
398	11.6061	9.0286	56
399	-2.55749	-11.958	25
400	-2.71918	14.177	39
401	7.91329	-1.88184	60
402	5.6938	3.03035	93
403	-15.4907	7.18251	2
404	-18.2198	0.836575	69
405	1.51968	3.92752	90
406	11.5952	9.02627	56
407	4.15446	-13.4537	88
408	-18.4293	0.828028	57
409	-2.54937	14.1636	39
410	-18.2921	0.823542	69
411	1.8759	3.4145	94
412	17.1569	-7.92823	24
413	11.6411	8.8098	56
414	-10.1619	-10.0619	4
415	-10.2367	-10.079	4
416	13.6118	11.9518	33
417	11.2152	-9.09195	19
418	8.00828	-1.99706	60
419	-10.1926	-10.1789	4
420	-20.292	-5.58518	22
421	14.7829	3.34977	15
422	6.47127	15.8337	64
423	-8.84762	-8.00257	95
424	-2.8375	13.8802	49
425	4.21967	-13.5208	88
426	-6.78327	-4.54552	91
427	-10.1653	-10.1884	4
428	-6.32387	-4.5728	46
429	6.35798	15.8491	64
430	16.957	-8.01546	24
431	13.7403	11.8762	33
432	-2.54886	-11.7607	10
433	-18.3344	0.822742	69
434	-11.1144	12.1041	6
435	1.98865	3.66251	32
436	-10.9806	12.0665	6
437	-5.00939	5.3277	96
438	-6.52865	-4.44306	46
439	1.62105	3.70138	67
440	-6.64782	-4.30374	77
441	17.6343	5.58149	38
442	11.1204	-9.18975	31
443	17.5576	5.50206	38
444	11.5834	8.9362	56
445	-6.44436	-4.66052	46
446	1.59602	3.71163	67
447	-18.3689	0.719926	57
448	-15.4117	6.96069	2
449	-15.4259	6.93866	2
450	-15.9687	-11.1758	5
451	8.05214	-1.68769	86
452	-6.39229	-4.49444	46
453	-15.3842	6.94224	2
454	17.1605	-7.96551	24
455	-18.2869	0.935633	57
456	11.6905	9.11159	27
457	17.5873	5.57767	38
458	4.32206	-13.5153	8
459	-15.3548	6.94293	2
460	-15.292	7.13076	2
461	-18.2956	0.836948	57
462	-18.3232	0.836601	57
463	-6.33718	-4.58393	46
464	-11.1184	12.1286	6
465	14.8098	3.33528	15
466	11.6586	8.96569	56
467	-6.37348	-4.53481	46
468	-11.0361	12.1148	6
469	-10.9817	12.0823	6
470	7.87968	-1.85628	60
471	-11.2497	11.9081	97
472	2.08211	3.77492	32
473	-6.40297	-4.38706	36
474	7.85295	-1.87647	60
475	-18.2789	0.81863	57
476	-15.9498	-11.1848	5
477	-6.02017	-17.496	53
478	1.58332	3.69312	67
479	-6.68255	-4.48348	91
480	-11.0901	12.0634	6
481	-10.1126	-10.1563	4
482	-11.199	12.0114	1
483	-11.0665	11.9969	6
484	14.8376	3.21282	15
485	-6.02821	-17.5457	53
486	6.52986	15.6654	35
487	-2.49427	-11.9486	25
488	7.93618	-1.9827	60
489	4.23847	-13.473	8
490	-2.49599	14.1068	39
491	4.21669	-13.4671	8
492	-11.0163	12.1397	6
493	-2.71907	13.9609	39
494	-15.8807	-11.2435	5
495	-15.8372	-11.2552	5
496	-5.85374	-17.5746	53
497	-20.1584	-5.53429	22
498	-4.75566	5.12571	12
499	-6.50668	-4.61787	46
500	-4.81111	5.12184	12
501	17.1266	-8.04284	24
502	1.88105	3.61139	67
503	-19.9924	-5.60647	22
504	-6.71834	-4.55939	91
505	2.02337	4.15491	98
506	12.1664	-13.5635	17
507	7.72356	-1.80801	34
508	6.29644	15.8578	64
509	-15.4071	7.09479	2
510	4.25825	-13.43	8
511	-10.9903	12.1332	6
512	1.4911	3.83909	90
513	11.1381	-9.11357	31
514	1.82538	3.67301	67
515	17.49	5.5753	38
516	1.68428	3.87151	99
517	-5.98728	-17.3229	100
518	7.87215	-1.97032	60
519	-2.72562	13.7426	101
520	14.7711	3.27676	15
521	11.2317	-9.15677	19
522	17.6056	5.64235	38
