1	1	1
2	2	1
3	0	0
4	3	1
5	1	1
6	3	1
7	4	1
8	5	1
9	5	1
10	1	1
11	3	1
12	6	1
13	7	1
14	0	0
15	0	0
16	8	1
17	0	0
18	9	1
19	7	1
20	10	1
21	9	1
22	0	0
23	0	0
24	1	1
25	6	1
26	2	1
27	7	1
28	9	1
29	6	1
30	0	0
31	0	0
32	7	1
33	4	1
34	0	0
35	7	1
36	10	1
37	7	1
38	2	1
39	7	1
40	4	1
41	3	1
42	1	1
43	7	1
44	7	1
45	8	1
46	0	0
47	3	1
48	0	0
49	8	1
50	0	0
51	6	1
52	0	0
53	3	1
54	3	1
55	0	0
56	10	1
57	0	0
58	8	1
59	9	1
60	9	1
61	4	1
62	0	0
63	9	1
64	9	1
65	4	1
66	9	1
67	8	1
68	3	1
69	5	1
70	6	1
71	9	1
72	7	1
73	0	0
74	0	0
75	0	0
76	8	1
77	9	1
78	0	0
79	5	1
80	10	1
81	10	1
82	3	1
83	0	0
84	0	0
85	3	1
86	7	1
87	8	1
88	9	1
89	0	0
90	0	0
91	6	1
92	8	1
93	8	1
94	1	1
95	10	1
96	9	1
97	9	1
98	9	1
99	0	0
100	7	1
101	4	1
102	10	1
103	3	1
104	2	1
105	1	1
106	2	1
107	4	1
108	3	1
109	5	1
110	2	1
111	0	0
112	5	1
113	8	1
114	9	1
115	3	1
