1	-88.7046	105.987	86.3649	
2	-21.24	-30.8888	-1.7917	
3	-21.2655	-30.8784	-1.77315	
4	95.3321	-196.826	-128.345	
5	-8.73898	-36.908	-10.58	
6	-8.69447	-36.8687	-10.5869	
7	-8.69078	-36.8757	-10.5916	
8	-21.2514	-30.8713	-1.77871	
9	-38.9201	397.118	143.928	
10	-5.97634	0.961477	3.02363	
11	-8.72864	-36.9119	-10.5869	
12	-4.6508	-25.3942	-7.81426	
13	-26.4639	-34.681	1.57335	
14	-21.2488	-30.8696	-1.7795	
15	11.3506	25.8511	4.14893	
16	11.4049	25.846	4.14308	
17	-8.69249	-36.8995	-10.6003	
18	-21.2229	-30.928	-1.81492	
19	11.3541	25.8151	4.17191	
20	-21.2254	-30.8912	-1.80038	
21	11.3548	25.8541	4.15086	
22	-21.2367	-30.8786	-1.79185	
23	11.3539	25.8551	4.15022	
24	14.6727	27.8023	4.30805	
25	14.694	27.7976	4.31037	
26	14.7027	27.7942	4.31053	
27	12.2482	27.5661	4.21227	
28	14.6889	27.8097	4.31044	
29	34.25	59.2326	-15.5321	
30	12.2534	27.5632	4.21059	
31	4.84998	18.0537	3.82861	
32	14.6802	27.7898	4.31855	
33	91.3249	109.312	23.2632	
34	11.358	25.8677	4.15126	
