1	1	1
2	1	1
3	0	0
4	0	0
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	0	0
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	0	0
18	0	0
19	0	0
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	0	0
27	1	1
28	1	1
29	1	1
30	0	0
31	1	1
32	1	1
33	0	0
34	0	0
35	1	1
36	1	1
37	1	1
38	0	0
39	0	0
40	1	1
41	1	1
42	1	1
43	1	1
44	1	1
45	1	1
46	0	0
47	1	1
48	1	1
49	1	1
50	0	0
51	1	1
52	1	1
53	0	0
54	0	0
55	1	1
56	1	1
57	0	0
58	1	1
59	1	1
60	0	0
61	0	0
62	1	1
63	1	1
64	1	1
65	1	1
66	1	1
67	0	0
68	1	1
69	1	1
70	1	1
71	1	1
72	0	0
73	1	1
74	1	1
75	1	1
76	1	1
77	0	0
78	1	1
79	1	1
80	1	0
81	1	1
82	1	1
83	1	1
84	1	1
85	1	1
86	0	0
87	1	1
88	1	1
89	0	0
90	0	0
91	0	0
92	1	1
93	1	1
94	0	0
95	1	1
96	1	1
97	1	1
98	1	1
99	1	1
100	1	1
101	1	1
102	1	1
103	1	1
104	1	1
105	1	1
106	1	1
107	1	1
108	0	0
109	1	1
110	1	1
111	0	0
112	0	0
113	1	1
114	0	0
115	0	0
