1	196.466
2	196.361
3	172.669
4	172.341
5	164.278
6	159.849
7	157.796
8	157.292
9	155.717
10	152.018
11	150.161
12	137.128
13	133.247
14	131.172
15	130.203
16	127.277
17	122.509
18	120.161
19	117.132
20	117.038
21	103.812
22	96.6671
23	90.6076
24	89.4033
25	89.4033
26	67.7085
27	62.1724
28	60.8608
29	48.3724
30	43.2811
31	33.7181
32	33.7007
33	33.6966
34	33.679
35	31.8871
36	30.172
37	29.0826
38	28.8766
39	21.342
40	17.5052
41	16.2918
42	12.381
43	10.7628
44	10.7599
45	10.7451
46	10.7381
47	10.7367
48	10.7367
49	10.7222
50	10.3466
51	6.01465
52	6.01465
53	5.98081
54	5.95536
55	5.94519
56	4.36436
57	0.234988
58	0.149008
59	0.147128
60	0.141806
61	0.116477
62	0.114474
63	0.112662
64	0.111913
65	0.109087
66	0.106382
67	0.103043
68	0.102606
69	0.101825
70	0.100498
71	0.0974395
72	0.0967196
73	0.0953478
74	0.0950618
75	0.0931635
76	0.0925343
77	0.0873844
78	0.0863029
79	0.0857798
80	0.0832353
81	0.0832353
82	0.0818817
83	0.080873
84	0.080077
85	0.079316
86	0.079316
87	0.0792446
88	0.078038
89	0.0765093
90	0.0740972
91	0.0707953
92	0.0701362
93	0.0673749
94	0.0671708
95	0.066914
96	0.0627807
97	0.0627011
98	0.0624674
99	0.0605421
100	0.0605421
101	0.0568689
102	0.054265
103	0.0539574
104	0.0521212
105	0.0518966
106	0.0504342
107	0.0504342
108	0.0487857
109	0.0485115
110	0.0478342
111	0.0474756
112	0.0463071
113	0.0463071
114	0.0450895
115	0.0450895
