1	-35.0773	1.11152	-35.8927	1
2	-1.11417	-5.62028	24.8238	2
3	12.7741	1.31608	-11.2943	3
4	-27.8821	15.9276	-7.34519	4
5	-35.0547	1.09294	-35.8244	1
6	-27.8571	15.8861	-7.32633	4
7	12.7962	1.31341	-11.2633	3
8	-37.1991	-0.0232127	-33.3966	5
9	-37.1125	-0.0222779	-33.3508	5
10	-35.0797	1.06823	-35.8462	1
11	-27.7601	15.8462	-7.33407	6
12	-40.4439	15.7951	-19.9726	7
13	33.2324	-13.4962	10.7482	8
14	12.8133	1.30243	-11.3193	3
15	33.2028	-13.4613	10.7224	8
16	12.8216	1.30347	-11.3307	3
17	-35.1081	1.11672	-35.9039	1
18	18.2862	14.136	14.6567	9
19	33.0925	-13.4462	10.7231	10
20	4.96605	-22.293	13.2136	11
21	18.3205	14.1652	14.6945	9
22	-37.2417	-0.0275829	-33.4551	5
23	-37.1423	-0.0591575	-33.3583	5
24	-35.1043	1.09299	-35.9453	1
25	-40.4194	15.7726	-20.0103	7
26	-1.15186	-5.60472	24.8026	2
27	33.2671	-13.4839	10.7283	8
28	18.3361	14.1526	14.666	9
29	-40.4208	15.7653	-19.9951	7
30	4.95345	-22.2779	13.2358	11
31	4.92825	-22.2823	13.2323	11
32	33.2173	-13.5308	10.744	8
33	12.7446	1.29692	-11.2747	3
34	-1.12187	-5.63466	24.8036	2
35	33.1646	-13.4728	10.734	8
36	4.94847	-22.211	13.1505	12
37	33.1119	-13.4501	10.7337	8
38	-1.10638	-5.65137	24.8508	2
39	33.2015	-13.4689	10.7494	8
40	12.7564	1.30536	-11.2447	3
41	-27.7265	15.8665	-7.35298	6
42	-35.0869	1.11472	-35.899	1
43	33.1458	-13.4901	10.7431	8
44	33.1781	-13.4682	10.7478	8
45	9.941	-0.635748	20.8995	13
46	-1.09293	-5.60022	24.8016	2
47	-28.3888	21.0241	-25.7034	14
48	12.7904	1.31109	-11.3221	3
49	9.93782	-0.593386	20.8867	13
50	-28.3593	21.0426	-25.6611	14
51	-40.4698	15.7699	-20.0471	7
52	-37.1468	-0.0475781	-33.3354	5
53	-27.8165	15.8413	-7.34199	6
54	-28.3455	21.0311	-25.6249	14
55	33.2402	-13.5187	10.7338	8
56	4.96292	-22.2274	13.1646	12
57	18.3134	14.1486	14.6891	9
58	9.91296	-0.674112	20.8352	13
59	16.8655	11.3246	14.7695	15
60	16.9029	11.3192	14.7859	15
61	12.7535	1.31983	-11.2535	3
62	33.1761	-13.4627	10.6687	8
63	18.2694	14.0911	14.6144	9
64	16.8915	11.3443	14.7942	15
65	12.7903	1.31428	-11.3115	3
66	18.3282	14.164	14.6876	9
67	9.98805	-0.59591	20.9513	13
68	-28.3816	21.022	-25.7078	14
69	-37.1776	-0.00562679	-33.392	5
70	-40.4681	15.768	-20.0541	7
71	18.3051	14.1239	14.6416	9
72	33.1809	-13.4355	10.7717	8
73	-27.7493	15.8573	-7.33654	6
74	-28.3401	20.9773	-25.6403	14
75	-27.8376	15.9548	-7.36827	4
76	9.92933	-0.588751	20.8435	13
77	18.2981	14.1279	14.6569	9
78	-37.16	0.00654175	-33.3713	5
79	-37.196	-0.0363037	-33.3807	5
80	4.94166	-22.228	13.2092	12
81	4.93259	-22.2297	13.1903	12
82	-27.8098	15.9158	-7.35505	4
83	-12.5859	-15.9375	-7.95352	16
84	-28.3341	20.991	-25.6226	14
85	-27.8913	15.8988	-7.35179	4
86	33.2621	-13.5029	10.7368	8
87	9.9151	-0.634461	20.8414	13
88	18.3315	14.1695	14.7095	9
89	-28.336	20.9971	-25.6258	14
90	-1.12311	-5.61507	24.7663	2
91	-40.4582	15.7275	-20.0438	7
92	9.93954	-0.630418	20.8837	13
93	9.94918	-0.641118	20.8445	13
94	-35.0228	1.08881	-35.8397	1
95	4.95513	-22.2532	13.1989	12
96	18.3112	14.1478	14.6687	9
97	18.3318	14.1505	14.7147	9
98	16.8432	11.3034	14.7953	15
99	-27.7912	15.8769	-7.30857	4
100	33.2011	-13.5139	10.7144	8
101	12.7768	1.29777	-11.2978	3
102	4.93516	-22.2459	13.2145	12
103	-27.7569	15.8757	-7.34131	4
104	-1.1344	-5.60469	24.7828	2
105	-35.0799	1.13041	-35.8758	1
106	-1.07921	-5.60764	24.8088	2
107	12.7701	1.31474	-11.2514	3
108	-27.7265	15.8833	-7.33482	4
109	-37.1901	0.00714375	-33.4326	5
110	-1.11024	-5.63191	24.8154	2
111	-28.3501	21.0038	-25.6645	14
112	-37.1991	-0.032341	-33.4166	5
113	9.97	-0.607947	20.8962	13
114	18.3026	14.1269	14.6487	9
115	-28.3522	21.009	-25.6763	14
