1	182.691
2	181.361
3	177.413
4	160.568
5	158.888
6	158.321
7	153.179
8	151.562
9	135.628
10	132.954
11	128.17
12	126.29
13	124.102
14	114.726
15	112.84
16	110.083
17	109.689
18	73.6467
19	60.2438
20	56.4744
21	56.4523
22	52.5678
23	49.7405
24	33.2845
25	23.6254
26	22.0961
27	21.9943
28	18.569
29	17.7643
30	17.753
31	17.7362
32	17.7084
33	16.6428
34	16.6295
35	16.6242
36	16.6034
37	13.4931
38	6.14738
39	6.14738
40	6.12209
41	6.09442
42	6.0792
43	1.57156
44	1.56365
45	0.199482
46	0.121856
47	0.0861943
48	0.0847166
49	0.0833152
50	0.0813145
51	0.0813145
52	0.0779533
53	0.0713446
54	0.0713446
55	0.0693939
56	0.0686194
57	0.0684849
58	0.0683663
59	0.0670119
60	0.0669071
61	0.0644724
62	0.0643947
63	0.0602915
64	0.0596451
65	0.0588
66	0.056903
67	0.0563428
68	0.0558822
69	0.0551114
70	0.0542973
71	0.0539674
72	0.0538922
73	0.0532047
74	0.053008
75	0.053008
76	0.0520502
77	0.0520365
78	0.0516939
79	0.0516307
80	0.0516
81	0.0512876
82	0.0504434
83	0.0500176
84	0.0496263
85	0.0489574
86	0.0476018
87	0.04706
88	0.0447406
89	0.0442979
90	0.0427455
91	0.0418296
92	0.0415353
93	0.0404564
94	0.0404279
95	0.0404279
96	0.0402202
97	0.0375523
98	0.0372083
99	0.0369132
100	0.0369132
101	0.0368129
102	0.0353738
103	0.0345483
104	0.0345185
105	0.0314632
106	0.0308611
107	0.029774
108	0.0296559
109	0.0296559
110	0.027802
111	0
112	0
113	0
114	0
115	0
