1	0	0
2	0	0
3	0	0
4	1	1
5	1	1
6	0	0
7	1	1
8	1	1
9	1	1
10	0	0
11	1	1
12	0	0
13	1	1
14	0	0
15	1	1
16	1	1
17	1	1
18	0	0
19	0	0
20	1	1
21	1	1
22	0	0
23	1	1
24	1	1
25	1	1
26	0	0
27	0	0
28	1	1
29	1	1
30	1	1
31	1	1
32	1	1
33	0	0
34	0	0
35	1	1
36	1	1
37	1	1
38	1	1
39	1	1
40	1	1
41	1	1
42	1	0
43	1	1
44	0	0
45	0	0
46	0	0
47	1	1
48	1	1
49	1	1
50	0	0
51	1	1
52	1	1
53	1	1
54	0	0
55	1	1
56	0	0
57	1	1
58	1	1
59	1	1
60	1	1
61	1	1
62	1	1
63	1	1
64	0	0
65	1	1
66	1	0
67	0	0
68	1	1
69	1	1
70	1	1
71	1	1
72	1	1
73	1	1
74	1	1
75	1	1
76	1	1
77	0	0
78	1	1
79	1	1
80	0	0
81	1	1
82	1	1
83	1	1
84	1	0
85	1	1
86	1	1
87	0	0
88	1	1
89	1	1
90	1	1
91	1	1
92	1	1
93	1	1
94	1	1
95	1	1
96	0	0
97	1	1
98	1	1
99	1	1
100	1	1
101	1	1
102	1	1
103	1	1
104	0	0
105	1	1
106	1	1
107	1	1
108	1	1
109	1	1
110	1	1
111	0	0
112	1	1
113	1	1
114	1	1
115	1	1
