1	33.727	15.8252	-9.48282	
2	6.73736	8.2484	11.0471	
3	12.4003	-173.443	-45.725	
4	-19.4472	8.60809	-14.7577	
5	127.782	146.534	-2.74223	
6	-75.7795	133.894	-67.8831	
7	134.134	70.3833	49.0143	
8	1.55415	7.92428	-42.6888	
9	-112.462	-170.33	47.2246	
10	44.228	18.6113	-3.6075	
11	6.34014	13.7624	0.342811	
12	75.3413	-5.95551	-26.4253	
13	-18.5123	-0.91237	10.6693	
14	-120.878	-97.3178	-143.587	
15	-18.5222	-0.8946	10.6277	
16	-18.521	-6.34503	-14.3513	
17	33.6879	15.8092	-9.46789	
18	42.0526	-12.5227	36.302	
19	-191.04	14.8145	89.4537	
20	2.99911	-4.6263	4.30646	
21	21.7967	-18.605	32.8923	
22	-24.2444	104.267	-109.683	
23	-36.5603	4.92415	-234.307	
24	47.915	24.1925	14.2352	
25	30.5016	10.0566	-17.955	
26	6.73509	8.41962	10.9067	
27	-97.4843	36.7306	-179.543	
28	21.8288	-18.5336	32.8183	
29	30.4839	10.0591	-17.9831	
30	3.01498	-4.6199	4.35888	
31	-170.076	-3.11865	-129.673	
32	-18.6116	3.34374	9.6406	
33	-154.876	50.3879	-127.36	
34	6.77473	8.24775	11.0406	
35	-18.5477	-0.904474	10.6494	
36	-280.694	44.0255	-9.75611	
37	17.3547	-19.4473	27.4694	
38	6.74094	8.20292	10.9974	
39	-18.5408	-0.912547	10.6929	
40	-18.5119	-6.32024	-14.3388	
41	-114.667	42.8983	94.661	
42	40.5219	28.2299	34.1826	
43	-18.5552	-0.919253	10.7038	
44	-18.5932	-0.94019	10.7332	
45	-77.0852	182.563	76.1275	
46	63.4929	53.8131	130.429	
47	3.61842	10.5916	-9.16139	
48	-143.818	-65.0344	129.284	
49	21.6601	-24.1506	22.2676	
50	3.6031	10.5794	-9.13232	
51	30.4868	10.0679	-17.9864	
52	1.58384	7.92571	-42.673	
53	66.6914	218.166	-89.533	
54	3.61103	10.5489	-9.05784	
55	-18.5989	-0.907266	10.6434	
56	3.05042	-4.61136	4.40156	
57	21.8852	-18.5494	32.7817	
58	188.379	-52.106	118.984	
59	17.3102	-19.4133	27.4464	
60	17.3042	-19.4386	27.4776	
61	-127.509	-48.3762	-107.219	
62	-18.5893	-0.907702	10.6267	
63	21.808	-18.5646	32.8457	
64	17.3332	-19.4496	27.4403	
65	-18.5094	-6.36213	-14.3532	
66	21.8394	-18.6334	32.8316	
67	21.6891	-24.18	22.3185	
68	3.67501	10.551	-9.11494	
69	1.60117	7.91739	-42.6952	
70	49.6249	41.2422	-6.07994	
71	21.826	-18.5591	32.8756	
72	-18.5116	-0.902638	10.6215	
73	-19.3985	8.58515	-14.7115	
74	172.69	73.6962	7.21443	
75	-33.2309	19.2915	-13.2849	
76	21.7025	-24.1985	22.3411	
77	21.8929	-18.617	32.8485	
78	71.3187	21.6764	-183.598	
79	-121.275	11.662	-115.003	
80	-21.0625	57.5862	36.8942	
81	3.00934	-4.55877	4.32362	
82	-192.4	157.811	23.9474	
83	-18.4569	-6.23065	-14.3451	
84	3.58515	10.5336	-9.09382	
85	-29.0159	16.6471	-25.2093	
86	-18.5061	-0.899292	10.6328	
87	21.7008	-24.1877	22.2949	
88	21.9208	-18.6263	32.8676	
89	3.6005	10.5323	-9.06005	
90	6.71653	8.33385	11.0841	
91	45.3535	16.2912	-39.203	
92	21.7169	-24.2309	22.3434	
93	21.665	-24.2188	22.2892	
94	33.7028	15.8216	-9.48013	
95	3.01788	-4.57244	4.32342	
96	21.803	-18.5495	32.8003	
97	21.904	-18.586	32.9178	
98	17.3224	-19.4545	27.4759	
99	-19.4191	8.60073	-14.7462	
100	-86.7228	-85.5399	153.584	
101	-18.4778	-6.28861	-14.3303	
102	2.92165	-4.64755	4.24606	
103	-22.9671	13.108	-16.4392	
104	22.7004	17.1741	158.544	
105	33.7184	15.8386	-9.51782	
106	6.66594	8.21794	11.0211	
107	-18.5241	-6.37269	-14.3422	
108	-19.4268	8.63065	-14.7764	
109	-94.3968	4.24064	-80.3958	
110	6.68299	8.20798	11.0157	
111	3.59121	10.5522	-9.10125	
112	1.58759	7.93617	-42.7134	
113	21.7076	-24.2167	22.3356	
114	21.8187	-18.539	32.7847	
115	-19.7386	2.70642	39.4998	
